experiment_name,batch_size,epochs,learning_rate,optimizer,freeze_backbone,use_weighted_loss,use_augmentation,image_size,epoch,train_loss,train_acc,train_precision,train_recall,train_f1,val_loss,val_acc,val_precision,val_recall,val_f1
mobilenet_v2_img224_bs32_ep10_lr0.0001_adam_freeze0_aug1_wloss0_4class,32,10,0.0001,Adam,False,False,True,224,1,0.9744485559981919,0.6862967157417894,0.5696245487791497,0.5203669270681727,0.523025989401407,0.5780859976927861,0.8143236074270557,0.637987987987988,0.5869947251831381,0.5790465298118526
mobilenet_v2_img224_bs32_ep10_lr0.0001_adam_freeze0_aug1_wloss0_4class,32,10,0.0001,Adam,False,False,True,224,2,0.4705230009785325,0.8420158550396376,0.8313643547662963,0.6448286730276797,0.6475765861970564,0.3551836684148571,0.8806366047745358,0.9105743148030719,0.7182976378470851,0.7528273809523809
mobilenet_v2_img224_bs32_ep10_lr0.0001_adam_freeze0_aug1_wloss0_4class,32,10,0.0001,Adam,False,False,True,224,3,0.2933739748480703,0.9077010192525481,0.9096420850939249,0.7785696069561729,0.8122532878864687,0.2778621769710308,0.9018567639257294,0.900803405581114,0.7962766482431899,0.8317517584283288
mobilenet_v2_img224_bs32_ep10_lr0.0001_adam_freeze0_aug1_wloss0_4class,32,10,0.0001,Adam,False,False,True,224,4,0.21540843011096272,0.9326160815402038,0.9079533565016698,0.8510379431535647,0.8742065887253586,0.2597119637446315,0.9177718832891246,0.8748495838956365,0.8499531188314251,0.8592145035673437
mobilenet_v2_img224_bs32_ep10_lr0.0001_adam_freeze0_aug1_wloss0_4class,32,10,0.0001,Adam,False,False,True,224,5,0.1546085677357519,0.9580973952434881,0.9477456892700795,0.9037467156064304,0.9227572679630163,0.20331719098736184,0.9336870026525199,0.8800053875163548,0.8888420077203141,0.8812942033848148
mobilenet_v2_img224_bs32_ep10_lr0.0001_adam_freeze0_aug1_wloss0_4class,32,10,0.0001,Adam,False,False,True,224,6,0.1092397015065056,0.970554926387316,0.9549491617391553,0.9440817169765481,0.9493475887173046,0.22285856033826065,0.9257294429708223,0.8990163964764231,0.8569414286967583,0.8741454518805916
mobilenet_v2_img224_bs32_ep10_lr0.0001_adam_freeze0_aug1_wloss0_4class,32,10,0.0001,Adam,False,False,True,224,7,0.0846559094646914,0.9813137032842583,0.9770019208359746,0.9670694819836789,0.9718984814222102,0.2011274253499919,0.9283819628647215,0.8789518441939572,0.8818975632758697,0.8762391484913556
mobilenet_v2_img224_bs32_ep10_lr0.0001_adam_freeze0_aug1_wloss0_4class,32,10,0.0001,Adam,False,False,True,224,8,0.06115835825759719,0.9875424688561721,0.9768300701491122,0.9786260380366948,0.9777199312935392,0.19393961894417314,0.9363395225464191,0.8819758957787127,0.881652465236654,0.8803194170257043
mobilenet_v2_img224_bs32_ep10_lr0.0001_adam_freeze0_aug1_wloss0_4class,32,10,0.0001,Adam,False,False,True,224,9,0.05700822832697785,0.9852774631936579,0.9781943877269067,0.9755573251238793,0.9768641081572706,0.18450403616662367,0.9416445623342176,0.9023417919799499,0.8976246874588762,0.8990266678078664
mobilenet_v2_img224_bs32_ep10_lr0.0001_adam_freeze0_aug1_wloss0_4class,32,10,0.0001,Adam,False,False,True,224,10,0.04872432904632283,0.9875424688561721,0.9841437798125671,0.9790507076421424,0.9815492657959446,0.20655234695587613,0.9336870026525199,0.8896640760173493,0.8873684037373339,0.8864464925755249
