experiment_name,model_name,batch_size,epochs,learning_rate,optimizer,freeze_backbone,best_val_f1,test_loss,test_acc,test_precision_macro,test_recall_macro,test_f1_macro,train_time_sec,model_size_mb,inference_time_ms_per_image
resnet18_bs32_ep10_lr0.001_adam_4class,resnet18,32,10,0.001,Adam,True,0.779896213939943,0.4083255821218093,0.875,0.8345714433416047,0.8104527848526563,0.8213104544932374,571.0668449401855,42.72126293182373,51.44612987836202
mobilenet_v2_bs32_ep10_lr0.001_adam_4class,mobilenet_v2,32,10,0.001,Adam,True,0.8410615541872078,0.37242076080292463,0.8880208333333334,0.8386932404540763,0.8002507064818477,0.816123677570714,531.5021123886108,8.74488353729248,49.95850411554178
