experiment_name,batch_size,epochs,learning_rate,optimizer,epoch,train_loss,train_acc,train_precision,train_recall,train_f1,val_loss,val_acc,val_precision,val_recall,val_f1
resnet18_bs32_ep10_lr1e-3_adam,32,10,0.001,Adam,1,1.4085369502971559,0.45016987542468856,0.47777306516172696,0.39736954066758107,0.39768797706123166,1.0157310225919325,0.6551724137931034,0.6019069469806932,0.5711522311591385,0.5564858841310184
resnet18_bs32_ep10_lr1e-3_adam,32,10,0.001,Adam,2,0.9373962502517355,0.6834654586636466,0.6684710452344563,0.6159285562130687,0.6222199510633969,0.7875730314684799,0.7427055702917772,0.7116110965082347,0.6873825580046798,0.6910619430316295
resnet18_bs32_ep10_lr1e-3_adam,32,10,0.001,Adam,3,0.7719904304495754,0.7451868629671574,0.7296712117650163,0.7025525454348389,0.7123157597262678,0.703908476020044,0.7639257294429708,0.7522306948511516,0.7061400196475717,0.70929207599674
resnet18_bs32_ep10_lr1e-3_adam,32,10,0.001,Adam,4,0.6972483956800312,0.7644394110985278,0.7492376770648389,0.7112770958310124,0.7219693971538562,0.6473604358475784,0.7771883289124668,0.7762926995907833,0.7035343968945922,0.7164629970523166
resnet18_bs32_ep10_lr1e-3_adam,32,10,0.001,Adam,5,0.6525272108690385,0.7706681766704416,0.7697080003371308,0.7178150964261855,0.7318261558464857,0.600528700598355,0.7984084880636605,0.7730954393967268,0.756204846401015,0.7617966971958569
resnet18_bs32_ep10_lr1e-3_adam,32,10,0.001,Adam,6,0.6038498395836637,0.7944507361268404,0.7775798989429893,0.7530385790848494,0.7620560751521704,0.599045128341695,0.7745358090185677,0.7678459131400309,0.7243454049923933,0.7315288871673453
resnet18_bs32_ep10_lr1e-3_adam,32,10,0.001,Adam,7,0.5648609128435768,0.804643261608154,0.7996966068615388,0.7669186167599681,0.7786942144473619,0.5423783405389963,0.8169761273209549,0.798677279581049,0.7665296794307662,0.7781758034875043
resnet18_bs32_ep10_lr1e-3_adam,32,10,0.001,Adam,8,0.5602137139267451,0.8074745186862967,0.7872482764119703,0.7633320528646806,0.7717858168715378,0.5216258603002412,0.8116710875331565,0.7904944568964596,0.7634756417865646,0.772749981572315
resnet18_bs32_ep10_lr1e-3_adam,32,10,0.001,Adam,9,0.5340776292951028,0.8165345413363534,0.8033353744878626,0.783387521194468,0.7915203835358083,0.5159601659294148,0.8169761273209549,0.8044872868739933,0.7723159575121262,0.7844461949499831
resnet18_bs32_ep10_lr1e-3_adam,32,10,0.001,Adam,10,0.49813695543889686,0.8278595696489242,0.8092041432271407,0.7857525096539552,0.7947682077018201,0.5194385023268844,0.8063660477453581,0.7932099762982115,0.7602065041648759,0.7689750394398743
